iords,mass,x,y,z,vx,vy,vz,rho,temp,metals
154205,151268.53,118.62,122.38,112.40,-122.62,-94.40,13.02,3.62,4.99,-2.83
157052,212084.13,175.98,204.73,-65.85,-100.72,-69.58,80.49,2.68,4.90,-4.46
157116,212084.13,170.54,182.83,101.46,-109.11,-75.74,34.32,2.88,4.91,-3.68
157134,212084.13,182.33,118.72,109.88,-92.96,-73.14,27.54,3.15,5.02,-3.07
157380,215337.97,138.29,128.20,121.28,-109.50,-64.05,7.46,3.61,4.42,-2.51
157406,212084.14,40.69,38.54,66.34,-56.17,-120.43,16.34,3.99,4.94,-3.13
157409,212084.42,111.61,132.97,103.37,-101.74,-107.87,45.96,3.61,4.87,-3.26
157452,213526.98,146.25,102.63,103.44,-141.14,-78.34,9.27,3.89,4.34,-2.37
157531,151608.72,108.31,89.65,110.82,-129.77,-92.87,53.33,3.32,4.92,-2.44
157596,212084.13,165.91,180.94,97.19,-98.09,-83.74,31.56,2.96,4.84,-3.25
157621,217286.61,86.48,134.41,108.05,-113.14,-84.55,33.06,3.64,4.74,-2.44
157638,97485.99,166.18,125.40,120.48,-89.56,-69.34,22.77,3.32,5.07,-2.39
157661,212084.13,143.19,109.97,104.53,-131.62,-87.30,-4.20,3.78,4.81,-2.74
157802,212084.13,151.19,124.17,91.29,-123.52,-105.01,39.97,3.20,4.51,-3.60
157840,212084.13,117.63,132.12,104.20,-97.68,-110.90,44.38,3.57,4.95,-3.42
160520,212084.13,173.07,213.03,-43.68,-104.44,-58.26,66.43,2.71,4.85,-4.75
160534,212084.13,158.04,94.96,93.25,-125.30,-79.08,3.22,3.61,4.91,-2.86
160631,212084.13,170.84,148.34,112.67,-110.96,-75.46,32.47,3.08,4.97,-3.36
160742,212084.13,148.58,103.64,105.26,-143.43,-79.52,21.99,3.84,4.79,-2.99
160831,212084.13,149.79,155.09,105.03,-118.75,-87.15,34.13,3.15,4.83,-3.53
160832,212084.14,135.84,91.50,62.52,-139.82,-86.39,35.22,3.48,4.72,-2.84
160995,230039.14,183.19,121.76,133.79,-87.95,-44.41,18.23,3.28,4.86,-2.32
161032,158199.74,157.57,137.49,136.87,-95.99,-36.86,24.70,3.33,4.80,-2.33
161056,212084.13,65.08,5.13,85.33,-160.62,-95.22,-23.91,4.85,4.13,-2.72
161061,212084.13,65.06,5.26,85.28,-162.66,-96.30,-26.08,4.87,4.12,-2.71
161091,212084.13,65.08,5.14,85.34,-159.88,-96.46,-23.88,4.85,4.13,-2.72
161128,212084.13,65.15,5.16,85.34,-161.10,-96.72,-21.52,4.84,4.13,-2.72
161133,212084.13,65.07,5.11,85.35,-160.38,-96.69,-23.01,4.86,4.13,-2.72
161254,214465.30,135.26,102.76,98.51,-145.68,-93.76,16.87,3.96,4.33,-2.65
161286,154739.05,136.75,119.08,115.84,-140.75,-72.50,15.40,3.43,4.89,-2.47
161313,212084.14,36.54,75.96,44.45,-157.22,-75.41,38.96,4.47,4.24,-2.90
161549,212088.00,150.43,137.53,76.45,-116.30,-102.41,52.06,2.81,4.66,-3.54
161553,212112.99,120.33,120.01,101.90,-112.52,-110.84,35.05,3.76,4.91,-3.59
161772,157781.93,140.26,109.23,72.92,-132.96,-97.46,27.11,3.40,4.42,-2.56
163613,158015.86,27.07,32.14,-18.11,32.54,-28.78,55.65,4.71,4.17,-2.53
164920,212084.13,168.00,176.00,105.07,-106.28,-75.55,40.45,2.87,4.92,-3.61
164921,212084.13,145.76,130.58,113.56,-115.28,-89.93,25.11,3.51,4.77,-3.05
165010,212084.13,201.65,119.85,121.11,-90.66,-78.46,22.56,2.95,4.94,-2.95
165315,227046.80,137.99,103.46,58.10,-133.14,-102.17,37.54,3.68,4.37,-2.52
165351,212084.13,65.06,5.12,85.33,-160.39,-96.03,-22.93,4.86,4.13,-2.72
165386,212084.13,65.05,5.15,85.35,-159.82,-96.66,-23.30,4.85,4.13,-2.71
165412,212084.13,179.71,186.29,-38.15,-84.42,-55.90,68.98,2.63,4.88,-4.13
165427,212084.13,65.08,5.12,85.35,-160.47,-96.38,-24.27,4.85,4.13,-2.72
165611,212084.13,136.63,177.79,33.25,-99.52,-73.28,70.12,2.96,4.92,-4.12
165707,212084.13,176.06,204.47,-7.13,-107.57,-53.42,80.84,2.52,4.76,-4.23
165880,149112.93,136.43,168.71,92.57,-86.92,-93.56,54.88,3.24,4.79,-3.60
165955,212084.13,197.14,135.57,34.21,-106.11,-86.34,54.40,2.87,4.76,-4.19
165984,218321.24,193.11,203.51,17.19,-109.67,-66.35,67.03,2.47,4.88,-3.40
165992,212084.13,225.81,168.11,4.51,-109.10,-70.85,46.53,2.59,4.79,-4.27
166004,212084.13,149.05,129.78,72.58,-120.92,-96.54,49.38,2.91,4.61,-3.39
166008,161590.79,138.27,102.78,105.13,-134.38,-71.57,2.27,3.95,4.30,-2.41
166010,215192.62,123.28,137.74,99.14,-96.42,-125.38,48.92,3.39,4.89,-3.34
169323,212084.13,192.27,152.47,13.52,-106.05,-81.38,46.40,2.70,4.88,-4.35
170324,234273.15,116.59,139.16,96.45,-95.38,-109.88,59.62,3.54,4.46,-2.47
170362,223882.24,186.51,126.88,124.92,-85.05,-66.07,23.81,3.23,4.48,-2.38
170422,220152.91,113.98,118.96,74.17,-112.92,-115.88,40.47,3.55,4.66,-2.35
170534,232780.10,174.96,138.80,37.66,-109.84,-91.54,43.90,2.82,4.84,-3.24
170616,153403.38,58.07,128.15,100.08,-103.97,-73.47,5.42,3.84,4.42,-2.35
173282,217684.97,45.53,10.98,-11.51,-34.16,-43.60,38.37,4.71,4.14,-2.51
173303,212179.00,-91.00,-160.35,151.42,25.83,55.78,16.87,2.78,5.00,-2.51
173698,212084.13,186.60,184.60,-35.92,-86.61,-52.24,37.63,2.56,4.96,-5.96
174062,212084.13,170.27,116.45,112.14,-108.25,-66.84,26.49,3.30,5.08,-3.12
186098,212084.13,187.01,141.11,106.58,-122.54,-62.37,39.98,3.01,4.99,-4.29
188440,212084.13,178.45,-86.76,86.47,-63.06,5.35,14.88,2.76,5.05,-2.72
209530,213553.61,-78.27,-22.09,58.97,50.48,75.84,-83.36,4.14,4.29,-2.59
212979,149496.55,137.85,119.81,57.14,-118.76,-88.02,40.87,3.31,4.41,-2.42
213367,212086.06,40.03,46.55,66.68,-58.00,-118.11,0.94,4.00,4.82,-3.16
213391,212084.13,38.25,24.30,55.93,-42.97,-82.55,-40.57,4.40,4.23,-3.05
216021,217816.63,145.59,102.57,107.64,-131.66,-83.03,4.63,4.17,4.23,-2.39
216257,212084.13,134.23,115.84,100.96,-135.51,-107.21,36.16,3.80,4.53,-3.53
216511,212084.13,141.07,116.48,91.05,-137.91,-114.98,29.85,3.42,4.57,-3.73
216530,212084.13,132.49,118.50,101.79,-128.19,-114.86,28.77,3.78,4.42,-3.54
216609,224190.15,176.64,104.80,105.85,-105.43,-74.22,12.77,3.42,4.67,-2.34
216612,212084.13,130.57,152.18,94.11,-106.04,-111.26,55.69,3.44,4.49,-3.34
219032,212084.13,99.83,141.78,112.97,-120.67,-59.76,21.16,3.41,5.08,-2.89
219136,212085.41,33.72,31.61,71.71,-44.54,-65.12,4.56,4.13,4.83,-3.16
219299,156048.95,133.43,87.43,97.45,-155.35,-70.44,0.47,3.74,4.44,-2.45
219304,212084.13,109.37,117.70,84.06,-95.39,-116.77,44.06,3.55,4.96,-3.23
219374,212084.13,98.28,125.18,104.04,-88.71,-110.66,24.67,3.69,4.80,-2.92
219520,212084.36,156.99,157.45,89.46,-88.73,-108.79,64.54,3.15,4.73,-3.52
219574,213332.76,141.41,105.19,62.20,-127.30,-93.99,42.97,3.59,4.40,-2.45
219587,157867.92,122.34,87.79,54.81,-151.30,-72.82,34.49,3.63,4.67,-2.42
219662,215240.95,137.46,153.26,95.36,-108.79,-106.34,45.31,3.45,4.47,-3.01
222136,212094.42,112.52,120.70,111.77,-130.33,-92.81,26.15,3.70,4.86,-2.80
222308,212909.68,41.12,35.18,67.97,-62.78,-86.42,12.25,4.06,5.24,-3.06
222330,215423.24,109.00,126.88,105.72,-97.99,-112.54,47.46,3.58,4.82,-3.19
222448,213398.23,126.94,157.79,95.92,-101.77,-95.55,50.14,3.27,4.77,-3.36
222474,212445.93,95.39,149.21,103.57,-93.58,-85.16,46.77,3.27,5.10,-3.47
222685,212100.28,38.16,24.35,56.67,-38.66,-89.28,-42.22,4.34,4.24,-3.10
222735,151363.77,147.51,111.64,70.76,-137.73,-95.71,36.16,3.24,4.70,-2.76
222736,212084.13,135.65,150.88,105.59,-105.38,-91.11,51.20,3.32,4.56,-3.28
222791,215698.43,178.91,188.52,78.70,-96.34,-64.61,34.27,2.80,4.92,-3.15
222797,179510.89,64.19,98.99,74.07,-172.02,-52.37,-15.42,3.90,4.44,-2.10
222846,215470.90,144.81,143.39,97.80,-115.33,-106.07,43.29,3.32,4.49,-3.27
222936,212084.13,161.36,207.77,-46.62,-107.50,-57.76,82.79,2.73,4.76,-4.33
222942,212122.80,114.67,117.01,103.17,-111.74,-119.45,32.50,3.84,4.57,-3.37
222984,212084.13,145.56,122.40,98.29,-119.81,-109.61,42.75,3.51,4.57,-3.61
223082,226541.13,155.27,132.50,120.18,-107.95,-55.62,32.58,3.36,4.64,-2.38
223084,212162.98,133.72,125.93,102.49,-128.94,-109.89,27.10,3.63,4.45,-3.36
223107,212084.14,146.70,110.45,63.25,-126.14,-94.23,35.39,3.48,4.34,-2.83
223113,212084.13,150.69,174.73,83.95,-77.53,-80.38,57.98,3.20,4.80,-3.40
223338,212084.16,190.17,140.90,58.15,-92.95,-91.79,49.42,2.79,4.75,-3.32
225832,215979.16,114.26,121.91,109.15,-123.80,-87.45,25.56,3.71,4.87,-3.21
225868,213830.94,179.85,102.54,59.41,-118.17,-93.46,46.28,3.10,4.81,-3.07
225905,244408.10,133.41,116.80,75.15,-128.77,-94.14,44.93,3.48,4.47,-2.59
225921,153939.77,153.34,120.64,65.91,-122.72,-93.59,40.97,3.21,4.45,-2.57
225922,214670.47,184.91,137.83,38.05,-107.96,-91.83,41.72,2.94,4.62,-3.15
226040,212131.09,97.11,169.20,109.47,-100.63,-64.45,29.89,3.16,5.04,-3.03
226158,243892.10,66.33,133.38,105.49,-112.40,-89.83,20.27,3.82,4.31,-2.28
226159,150494.78,146.30,143.68,127.64,-107.38,-55.54,3.23,3.37,4.89,-2.63
226176,212084.13,159.39,192.91,56.63,-74.48,-82.59,45.98,2.95,4.84,-3.24
226217,212084.13,129.71,143.19,101.33,-100.56,-106.05,49.42,3.55,4.58,-3.23
226242,214120.70,132.03,132.86,90.21,-110.13,-120.58,38.54,3.46,4.47,-3.27
226268,212256.04,150.47,203.35,66.87,-79.45,-69.57,41.68,2.91,4.94,-3.27
226270,212084.13,124.44,170.00,93.02,-97.73,-87.91,67.27,3.09,4.82,-3.29
226358,150299.08,40.85,36.36,65.64,-76.59,-84.87,-2.02,4.03,5.00,-3.01
226423,233418.35,169.98,197.45,64.93,-84.06,-69.33,50.80,3.09,4.81,-2.87
226433,213330.10,155.24,138.98,55.24,-115.61,-86.84,50.35,2.84,4.87,-2.69
226489,213405.51,140.93,131.09,123.97,-117.77,-59.06,4.09,3.56,4.71,-2.49
226496,156073.79,149.95,118.83,103.67,-140.86,-84.10,6.50,3.40,5.00,-3.29
226537,212146.56,218.09,161.85,29.73,-88.10,-86.08,19.89,2.81,4.82,-3.09
226597,212084.13,123.59,115.44,101.65,-122.36,-127.59,19.06,3.98,4.37,-3.49
226639,212084.13,130.35,114.97,101.62,-126.46,-114.78,39.60,3.94,4.33,-3.36
226685,212084.18,165.66,205.95,50.86,-71.17,-81.08,54.92,3.02,4.89,-3.95
226693,222224.13,168.63,115.59,117.94,-98.24,-71.96,13.58,3.46,4.64,-2.52
226934,212084.13,174.81,155.02,72.42,-85.54,-107.84,50.94,2.95,4.76,-3.58
226942,212084.13,169.57,199.35,56.80,-68.91,-66.87,58.57,2.95,4.95,-3.73
226956,155859.39,199.84,118.95,126.77,-93.34,-68.35,25.38,3.05,4.84,-2.37
226990,212084.13,138.49,152.96,88.76,-86.08,-112.10,52.50,3.31,4.80,-3.59
227214,212084.13,117.82,134.12,87.01,-114.24,-106.81,49.43,3.34,4.70,-3.24
229859,212084.13,146.34,116.30,101.58,-129.69,-89.11,16.78,3.48,4.94,-3.14
229879,212142.76,79.54,135.62,105.28,-107.33,-83.47,36.34,3.48,5.07,-2.64
229913,212084.13,123.44,123.28,104.80,-116.83,-95.83,12.24,3.60,4.93,-3.47
229919,212084.13,110.27,122.62,101.08,-101.69,-121.51,50.86,3.72,4.78,-3.21
230025,212084.13,111.64,146.53,102.78,-94.29,-96.49,47.66,3.40,5.07,-3.45
230074,152826.63,171.56,101.99,72.33,-118.48,-84.74,55.70,3.15,4.86,-2.71
230090,212084.13,85.89,114.69,64.93,-83.67,-84.53,73.27,3.93,4.65,-2.96
230168,212384.75,156.59,89.53,87.50,-132.06,-55.66,-24.12,3.24,4.59,-2.56
230180,212084.13,129.57,130.96,96.29,-112.75,-117.82,32.25,3.63,4.37,-3.26
230208,212084.13,127.02,107.96,109.95,-119.93,-88.67,17.56,3.65,4.58,-2.64
230257,212084.13,145.22,170.36,85.18,-84.08,-94.69,54.47,3.32,4.66,-3.27
230368,214576.45,136.54,103.37,71.84,-134.24,-94.56,28.68,3.52,4.50,-2.54
230379,87418.07,58.65,127.90,97.96,-99.56,-76.76,12.27,3.79,4.42,-2.39
230446,213119.50,161.20,181.81,91.74,-96.46,-75.66,43.45,3.14,4.88,-3.17
230561,212618.98,134.28,135.41,100.64,-118.14,-118.09,34.09,3.60,4.38,-3.24
230602,212089.03,143.81,192.17,70.81,-80.26,-80.95,57.09,3.06,4.95,-3.69
230673,149451.05,193.56,159.23,81.84,-87.68,-86.77,56.37,2.80,4.82,-3.03
230703,212084.16,156.40,197.91,54.02,-68.69,-85.80,56.02,2.98,4.96,-3.74
230708,212089.49,146.39,123.91,102.06,-118.35,-93.24,30.93,3.48,4.69,-3.27
230736,212097.49,126.53,152.31,95.25,-98.39,-107.68,60.89,3.30,4.91,-3.60
230752,212084.13,127.16,114.81,101.82,-127.18,-118.76,35.77,4.02,4.35,-3.29
230759,212084.13,173.20,126.04,65.79,-108.48,-96.63,37.69,2.87,4.73,-3.23
230796,213036.66,82.80,113.05,51.49,-106.36,-97.17,52.99,3.61,4.96,-3.08
230813,221162.48,168.21,127.95,134.47,-94.63,-48.67,10.84,3.35,4.54,-2.43
230814,217848.02,112.91,111.35,53.00,-112.48,-94.37,52.88,3.48,4.78,-2.49
230820,214365.91,144.91,172.09,105.30,-100.53,-82.42,40.76,3.05,4.72,-3.14
230941,212084.13,167.36,193.86,52.69,-77.43,-94.66,59.34,2.93,4.85,-4.07
231002,212084.13,137.52,170.63,85.13,-93.31,-91.74,56.56,3.26,4.93,-3.60
231027,212084.40,109.26,113.74,109.58,-125.44,-110.95,27.82,3.79,4.67,-3.16
231033,212117.84,157.25,181.12,94.69,-100.44,-79.49,42.34,3.10,4.66,-3.23
231039,212084.13,155.47,121.73,90.01,-116.57,-108.78,34.34,3.15,4.75,-3.20
231045,212084.13,142.57,137.84,103.73,-126.56,-107.63,47.16,3.42,4.55,-3.35
231050,212133.38,173.24,112.74,38.69,-110.55,-84.83,59.21,3.04,4.97,-3.09
231095,159090.13,138.38,104.17,100.25,-146.30,-91.71,14.91,3.94,4.31,-2.56
231276,212084.13,132.76,166.40,93.31,-93.55,-95.73,61.34,3.19,4.83,-3.64
233735,212084.13,146.55,149.67,102.75,-122.56,-92.72,36.82,3.27,4.76,-3.47
234019,212084.13,172.39,132.44,117.14,-105.97,-69.89,39.35,3.05,4.99,-3.19
234240,212084.13,190.69,114.32,108.81,-94.62,-74.33,14.68,3.29,4.79,-2.81
234249,165971.02,124.20,131.25,112.78,-135.13,-72.21,-0.01,3.60,4.82,-2.36
234294,212084.13,106.44,116.44,100.04,-107.99,-106.78,40.32,3.60,4.79,-3.23
234322,212084.13,135.01,133.96,116.62,-116.76,-78.73,24.61,3.59,4.82,-2.90
234379,212084.14,36.52,76.04,44.46,-156.47,-75.34,38.42,4.46,4.25,-2.90
234402,217489.53,163.42,120.50,111.68,-115.92,-69.39,28.86,3.29,4.88,-2.59
234403,212084.14,36.55,76.01,44.45,-157.01,-74.62,38.25,4.47,4.25,-2.90
234436,217068.68,132.87,113.57,116.24,-126.45,-75.04,6.06,3.54,4.65,-2.47
234489,225248.76,110.05,103.31,60.73,-98.68,-103.00,52.02,3.77,4.94,-2.62
234538,212084.13,158.46,144.42,99.70,-115.46,-92.45,38.59,3.10,4.71,-3.22
234576,212084.13,165.30,201.01,-31.94,-105.23,-56.61,79.28,2.64,4.84,-4.11
234672,212475.44,163.02,197.10,56.41,-70.94,-81.94,58.03,3.02,4.86,-3.88
234816,216431.44,183.37,199.11,33.56,-79.42,-89.63,43.41,2.69,4.85,-3.59
234824,212084.13,175.36,118.34,30.68,-117.19,-76.90,55.28,2.87,4.92,-4.01
234868,212084.13,173.19,150.76,75.10,-96.59,-103.17,48.79,3.01,4.77,-3.65
234895,212084.14,88.23,107.02,57.06,-83.50,-87.16,28.22,3.77,5.08,-2.43
234925,220066.67,138.65,131.23,100.08,-112.67,-104.89,44.08,3.47,4.47,-3.27
234967,212084.13,178.40,186.34,-43.21,-88.25,-58.10,66.55,2.69,4.95,-4.13
235195,212084.13,117.19,132.32,66.07,-106.86,-83.51,59.14,3.21,4.80,-2.80
235202,212084.20,172.27,191.72,26.16,-112.53,-70.32,68.23,2.56,4.78,-3.49
235208,212084.13,152.62,127.66,85.40,-117.53,-118.94,44.24,3.08,4.63,-3.88
237179,238171.88,62.97,-65.92,66.29,-59.66,-5.38,-31.75,3.54,4.94,-2.35
238145,212084.13,183.88,106.88,106.01,-108.65,-81.69,20.81,3.33,4.89,-2.82
238371,212084.13,214.98,127.32,70.45,-100.66,-77.77,59.90,2.90,4.93,-4.07
238376,212084.13,198.65,152.39,108.38,-117.46,-61.75,50.22,2.89,4.82,-4.31
238413,212084.13,168.17,178.96,109.54,-100.81,-78.25,38.63,2.87,4.90,-3.50
238728,149608.90,155.45,186.55,89.86,-104.39,-71.80,46.39,3.17,4.73,-2.85
238816,220366.59,138.74,133.01,52.34,-108.38,-91.31,47.11,3.05,4.64,-2.77
238901,181236.20,136.18,99.45,64.78,-126.64,-94.95,29.78,3.59,4.48,-2.27
238928,213114.30,143.33,141.56,106.92,-125.67,-98.32,35.50,3.37,4.76,-3.42
238948,212685.61,172.63,92.13,94.64,-99.97,-71.39,17.75,3.46,4.89,-2.64
238979,212084.13,101.41,127.11,70.47,-84.44,-102.63,84.91,3.49,4.92,-3.77
239158,212391.96,161.82,118.59,76.87,-115.92,-115.29,35.52,2.99,4.58,-3.40
239235,217407.01,164.30,180.11,60.42,-88.79,-100.42,60.53,2.86,4.72,-3.57
239294,212084.13,155.45,142.63,80.41,-109.13,-123.40,50.37,2.88,4.70,-3.73
239296,212084.13,138.66,183.94,29.62,-84.47,-72.38,82.67,2.89,4.88,-4.16
239297,223528.03,186.55,121.61,121.30,-96.25,-59.21,20.09,3.36,4.54,-2.40
242499,212084.13,176.68,179.60,-1.67,-107.34,-67.83,66.60,2.60,4.92,-4.50
242716,212084.13,170.48,191.00,84.87,-105.27,-72.60,29.49,2.92,4.80,-3.49
242773,212084.13,145.49,93.68,95.23,-131.57,-74.50,27.91,3.47,4.85,-3.05
243157,212084.13,139.29,139.87,109.18,-124.22,-88.83,34.85,3.49,4.69,-3.45
243402,212151.58,180.74,132.96,26.51,-114.49,-90.08,49.83,2.80,4.82,-4.00
245707,177186.08,-59.95,-155.80,149.10,18.81,51.67,-0.28,2.77,4.96,-2.17
250488,215615.53,-0.89,56.40,6.21,54.82,-49.62,9.99,3.97,5.06,-2.33
257117,212408.43,-35.44,16.04,-7.57,112.95,43.74,-72.86,4.89,4.13,-2.62
285605,212084.13,82.48,120.91,65.83,-81.82,-93.37,58.44,3.76,5.26,-3.22
285947,218534.29,152.18,113.54,114.92,-105.89,-58.33,4.42,3.50,5.12,-2.37
285952,212084.13,133.32,139.19,92.30,-97.05,-122.53,46.71,3.36,4.76,-3.58
285959,212084.13,125.76,105.02,96.88,-140.35,-104.14,17.71,4.02,4.35,-3.12
286050,212084.13,141.13,115.84,93.84,-128.62,-103.62,23.88,3.50,4.79,-3.70
286110,212084.13,149.92,123.94,63.24,-126.78,-96.86,42.62,3.25,4.57,-3.21
286117,212098.90,119.19,116.97,103.81,-117.68,-114.78,27.78,3.99,4.32,-3.50
286161,212084.13,143.21,119.01,94.06,-110.90,-109.84,38.86,3.42,4.53,-3.79
286177,212084.13,126.49,107.39,100.90,-140.62,-120.54,24.92,4.09,4.30,-3.26
288531,215264.81,18.82,6.42,2.09,-54.99,-79.04,75.01,5.58,4.02,-2.53
288896,212084.13,92.95,134.76,103.10,-85.12,-84.68,36.11,3.55,5.10,-3.20
288992,167439.53,133.56,93.53,101.22,-146.63,-74.47,-7.37,3.57,5.16,-2.36
289004,149496.99,132.56,108.03,111.57,-143.03,-91.75,31.19,3.49,4.77,-2.49
289082,212084.13,150.73,142.86,87.98,-106.33,-114.48,55.96,3.03,4.74,-3.73
289166,157386.57,192.58,120.00,133.92,-89.27,-57.78,11.90,3.35,4.47,-2.48
289175,89129.36,144.21,102.39,65.27,-135.31,-79.26,46.69,3.48,4.68,-2.58
289435,212086.85,132.89,146.14,91.38,-89.83,-126.49,53.64,3.33,4.86,-3.54
292084,217133.60,148.76,147.77,93.84,-95.60,-108.46,56.41,3.15,4.55,-3.19
292112,214051.23,150.04,142.76,118.58,-118.47,-83.66,23.71,3.32,4.60,-2.82
292154,213316.65,127.19,85.68,70.21,-144.88,-88.70,35.42,3.54,4.67,-2.47
292163,212106.55,180.56,186.75,47.12,-73.66,-97.79,34.64,2.78,4.85,-3.32
292171,105017.83,148.71,110.16,105.70,-129.48,-91.06,7.23,3.70,4.61,-2.42
292275,162193.71,146.86,121.01,117.21,-111.08,-68.69,18.85,3.59,4.77,-2.43
292282,216727.30,170.01,124.04,135.60,-94.38,-40.65,6.26,3.27,4.77,-2.54
292332,212573.70,150.44,186.33,80.79,-89.83,-86.82,45.27,3.14,4.78,-3.14
292343,102234.57,174.79,110.70,109.03,-114.36,-60.62,8.56,3.44,4.53,-2.39
292394,212650.75,148.12,179.13,78.95,-75.99,-85.76,50.09,3.12,4.90,-3.16
292405,213402.26,170.35,152.71,132.72,-94.47,-63.35,36.29,3.06,4.68,-2.83
292406,236831.00,152.99,116.85,54.28,-110.45,-87.98,51.52,3.15,4.33,-2.48
294898,212219.28,33.22,24.40,-28.01,70.74,-43.93,41.67,4.60,4.19,-2.63
295095,219709.73,159.21,139.91,125.25,-107.54,-62.66,14.89,3.36,4.70,-2.65
295100,212574.07,188.84,191.52,52.92,-70.27,-76.40,35.99,2.89,4.86,-2.98
295158,212126.58,147.10,150.24,131.23,-102.91,-71.88,-0.78,3.15,4.82,-2.72
295359,212827.57,162.65,189.92,61.65,-76.01,-87.01,50.08,3.04,4.75,-3.11
295632,154731.86,169.58,173.36,62.91,-78.43,-101.38,36.79,2.87,4.78,-3.22
295670,215237.09,81.16,129.57,111.23,-106.65,-93.54,25.57,3.50,4.82,-2.58
295679,212084.13,122.34,149.30,116.88,-111.25,-53.79,5.77,3.27,5.03,-2.77
