iords,mass,x,y,z,vx,vy,vz,rho,temp,metals
100786.000,212147.115,-75.963,8.392,2.830,1.936,-62.169,4.921,9519.052,354724.438,0.005
100790.000,212776.949,5.724,-7.461,20.240,9.757,41.735,29.428,55127.197,762465.438,0.004
100799.000,212278.396,36.314,31.690,100.597,-13.023,19.841,2.521,3069.180,402506.750,0.004
101048.000,212084.197,123.741,-20.705,87.182,1.808,34.970,-43.115,1049.088,277737.062,0.002
101932.000,212084.128,-474.559,227.609,-53.372,84.366,40.133,21.687,5643.573,24731.680,0.000
102044.000,212084.128,-661.108,191.221,-65.599,69.048,26.508,40.108,216.167,23364.697,0.000
102589.000,212084.128,-971.335,199.506,-176.558,32.467,30.573,30.999,183.866,43824.562,0.000
102590.000,212084.128,-959.322,245.490,-203.736,29.904,36.931,13.377,153.460,36596.992,0.000
104193.000,213435.078,68.185,53.396,-97.145,-29.489,-22.644,43.382,2009.378,193267.109,0.002
104266.000,212380.427,32.062,-107.555,68.083,32.718,-1.500,-4.897,1804.530,450853.125,0.003
104387.000,218814.202,-61.088,27.551,-37.533,12.835,-66.627,-4.296,8635.181,427519.625,0.005
104590.000,224794.726,-4.542,-11.812,-15.685,82.971,-8.440,24.004,67095.160,882693.500,0.005
104606.000,214879.452,-8.611,22.622,21.469,-61.783,-8.380,-28.290,45472.368,528392.812,0.005
104610.000,216975.917,-16.469,-4.308,31.450,-27.377,17.404,-38.495,28455.616,643926.438,0.006
104615.000,212768.024,112.640,0.226,-69.772,-31.608,-10.357,54.832,2860.329,213815.953,0.006
104637.000,212160.448,147.216,-90.452,-69.829,-9.504,32.326,2.450,992.331,231149.281,0.005
104649.000,212945.284,-15.012,-0.741,-9.841,39.109,-64.515,-9.607,74969.364,1025514.938,0.004
104662.000,212270.976,-34.293,61.401,33.436,-34.634,-8.965,-38.603,10649.295,471045.969,0.003
104726.000,238584.926,74.778,-15.601,-37.344,-34.701,5.078,70.488,8744.237,248446.031,0.004
104831.000,212187.486,-36.784,8.913,-33.801,44.601,-61.619,1.181,20048.560,590695.625,0.003
104852.000,212441.564,-51.655,54.803,-32.947,22.335,-38.233,-14.311,9037.422,496234.938,0.004
104854.000,213265.223,-20.647,35.042,3.349,-59.112,-26.540,-19.926,32229.662,710832.125,0.005
104857.000,212474.335,66.635,22.643,46.452,-63.953,46.073,20.725,4376.019,663900.375,0.003
104886.000,212169.553,155.418,-231.571,13.838,9.778,35.659,7.011,302.270,209857.703,0.002
104887.000,212395.321,3.394,-12.336,-20.204,37.750,-13.396,33.118,53705.065,658709.062,0.004
104935.000,213216.922,-18.218,-74.745,78.893,20.462,-32.875,-15.541,2609.463,375451.719,0.004
105025.000,214805.246,-49.244,41.924,23.197,-31.897,-22.949,-58.247,12287.263,568217.688,0.006
105048.000,212352.560,37.497,11.582,-23.577,1.067,36.428,10.843,16219.045,877415.188,0.004
105102.000,212448.472,22.668,20.466,-25.794,-16.760,26.825,8.342,19521.113,788959.312,0.004
105115.000,212671.353,-17.244,-4.364,-15.387,79.377,-44.176,-6.111,62155.151,576323.000,0.004
