 iord metals pos rho temp vel
0 145293 5.19182506506e-22 "(-0.47033163905143738, -0.20592813193798065, 0.1454385370016098)" 0.0938947051764 10692.0429688 "(0.46755903959274292, -0.61173838376998901, -0.14565625786781311)"
1 988789 3.62581336544e-37 "(-0.43798884749412537, -0.1932939738035202, 0.18085327744483948)" 0.0264025889337 5713.68408203 "(0.27116513252258301, -0.91824042797088623, -0.47585770487785339)"
2 1330523 8.40779078595e-45 "(-0.4242497980594635, -0.20726148784160614, 0.16527692973613739)" 0.0716135203838 9806.26855469 "(0.11173204332590103, -0.69137102365493774, -0.34043297171592712)"
3 1397891 0.0 "(-0.42451819777488708, -0.20917314291000366, 0.15924084186553955)" 0.213226869702 11536.3671875 "(-0.14859756827354431, -0.62747848033905029, -0.28881454467773438)"
4 859587 0.0 "(-0.4436078667640686, -0.21396571397781372, 0.18846260011196136)" 0.0713185742497 9627.8671875 "(0.18636634945869446, -0.5483052134513855, -0.59866058826446533)"
5 208461 4.3546151905e-22 "(-0.46755871176719666, -0.21313205361366272, 0.14980264008045197)" 0.0197016764432 4838.51269531 "(0.52390027046203613, -0.50618785619735718, -0.076334379613399506)"
6 458302 1.1711175649e-12 "(-0.45607855916023254, -0.21573410928249359, 0.15789762139320374)" 0.0866368412971 10176.9335938 "(0.35003742575645447, -0.38687926530838013, -0.27334579825401306)"
7 862956 1.15123675337e-40 "(-0.4452110230922699, -0.2117561548948288, 0.17035414278507233)" 0.150918185711 11298.1552734 "(0.12141746282577515, -0.53738093376159668, -0.59155362844467163)"
8 301139 2.80259692865e-45 "(-0.46584597229957581, -0.20057104527950287, 0.15625733137130737)" 0.0626187697053 8830.52929688 "(0.39689865708351135, -0.97717523574829102, -0.42087745666503906)"
9 104351 0.0 "(-0.47551816701889038, -0.18969358503818512, 0.1447092741727829)" 0.077121771872 9871.26855469 "(0.50554084777832031, -0.94362109899520874, -0.20745715498924255)"
