 iord metals pos rho temp vel
0 1330523 4.19450069633e-33 "(-0.42387458682060242, -0.20988094806671143, 0.16395208239555359)" 0.129981651902 13666.7939453 "(0.073601901531219482, -0.61097478866577148, -0.32247966527938843)"
1 104351 5.6051938573e-45 "(-0.47359549999237061, -0.19326034188270569, 0.14383833110332489)" 0.115038789809 12592.1191406 "(0.44557955861091614, -0.8303077220916748, -0.22035814821720123)"
2 301139 2.00210056773e-31 "(-0.46424731612205505, -0.20431514084339142, 0.15466371178627014)" 0.0764515548944 10339.5410156 "(0.40080425143241882, -0.89125466346740723, -0.36806482076644897)"
3 1330523 4.19450069633e-33 "(-0.42387458682060242, -0.20988094806671143, 0.16395208239555359)" 0.129981651902 13666.7939453 "(0.073601901531219482, -0.61097478866577148, -0.32247966527938843)"
4 859587 0.0 "(-0.44289180636405945, -0.21607391536235809, 0.18610164523124695)" 0.0556303225458 9110.95507812 "(0.17044311761856079, -0.49867591261863708, -0.56964331865310669)"
5 145293 1.89324285416e-11 "(-0.46853154897689819, -0.20818917453289032, 0.14487874507904053)" 0.11527480185 13109.9707031 "(0.43492931127548218, -0.52322870492935181, -0.12425906211137772)"
6 862956 6.30790471939e-12 "(-0.44484239816665649, -0.21383745968341827, 0.16807743906974792)" 0.141495555639 13390.4423828 "(0.072267264127731323, -0.49394175410270691, -0.54023683071136475)"
7 1397891 1.6227156168e-37 "(-0.42512983083724976, -0.21162213385105133, 0.15811710059642792)" 0.224511146545 14046.7363281 "(-0.13922055065631866, -0.59092605113983154, -0.27565157413482666)"
8 208461 3.73158309808e-11 "(-0.46553751826286316, -0.21508164703845978, 0.14949788153171539)" 0.0186330955476 4836.68017578 "(0.48271626234054565, -0.46427923440933228, -0.073166690766811371)"
9 859587 0.0 "(-0.44289180636405945, -0.21607391536235809, 0.18610164523124695)" 0.0556303225458 9110.95507812 "(0.17044311761856079, -0.49867591261863708, -0.56964331865310669)"
