 iord metals pos rho temp vel
0 104351 6.70530721732e-26 "(-0.46028336882591248, -0.21761390566825867, 0.13860541582107544)" 0.152445495129 20124.1855469 "(0.34449851512908936, -0.57220703363418579, -0.10367146879434586)"
1 104351 6.70530721732e-26 "(-0.46028336882591248, -0.21761390566825867, 0.13860541582107544)" 0.152445495129 20124.1855469 "(0.34449851512908936, -0.57220703363418579, -0.10367146879434586)"
2 104351 6.70530721732e-26 "(-0.46028336882591248, -0.21761390566825867, 0.13860541582107544)" 0.152445495129 20124.1855469 "(0.34449851512908936, -0.57220703363418579, -0.10367146879434586)"
3 104351 6.70530721732e-26 "(-0.46028336882591248, -0.21761390566825867, 0.13860541582107544)" 0.152445495129 20124.1855469 "(0.34449851512908936, -0.57220703363418579, -0.10367146879434586)"
4 104351 6.70530721732e-26 "(-0.46028336882591248, -0.21761390566825867, 0.13860541582107544)" 0.152445495129 20124.1855469 "(0.34449851512908936, -0.57220703363418579, -0.10367146879434586)"
5 104351 6.70530721732e-26 "(-0.46028336882591248, -0.21761390566825867, 0.13860541582107544)" 0.152445495129 20124.1855469 "(0.34449851512908936, -0.57220703363418579, -0.10367146879434586)"
6 104351 6.70530721732e-26 "(-0.46028336882591248, -0.21761390566825867, 0.13860541582107544)" 0.152445495129 20124.1855469 "(0.34449851512908936, -0.57220703363418579, -0.10367146879434586)"
7 104351 6.70530721732e-26 "(-0.46028336882591248, -0.21761390566825867, 0.13860541582107544)" 0.152445495129 20124.1855469 "(0.34449851512908936, -0.57220703363418579, -0.10367146879434586)"
8 104351 6.70530721732e-26 "(-0.46028336882591248, -0.21761390566825867, 0.13860541582107544)" 0.152445495129 20124.1855469 "(0.34449851512908936, -0.57220703363418579, -0.10367146879434586)"
9 104351 6.70530721732e-26 "(-0.46028336882591248, -0.21761390566825867, 0.13860541582107544)" 0.152445495129 20124.1855469 "(0.34449851512908936, -0.57220703363418579, -0.10367146879434586)"
