 Metalsdot iord pos rho temp vel
0 0.0405217222869 1163119 "(-0.40388044714927673, -0.31822225451469421, 0.10733059793710709)" 26.96626091 358606.0625 "(0.096249319612979889, -0.23051616549491882, -0.070645071566104889)"
