 iord metals pos rho temp vel
0 104351 1.26415236914e-28 "(-0.46537506580352783, -0.20865678787231445, 0.14015460014343262)" 0.134309619665 15426.9423828 "(0.3596058189868927, -0.66322678327560425, -0.12069234251976013)"
1 104351 1.26415236914e-28 "(-0.46537506580352783, -0.20865678787231445, 0.14015460014343262)" 0.134309619665 15426.9423828 "(0.3596058189868927, -0.66322678327560425, -0.12069234251976013)"
2 104351 1.26415236914e-28 "(-0.46537506580352783, -0.20865678787231445, 0.14015460014343262)" 0.134309619665 15426.9423828 "(0.3596058189868927, -0.66322678327560425, -0.12069234251976013)"
3 104351 1.26415236914e-28 "(-0.46537506580352783, -0.20865678787231445, 0.14015460014343262)" 0.134309619665 15426.9423828 "(0.3596058189868927, -0.66322678327560425, -0.12069234251976013)"
4 104351 1.26415236914e-28 "(-0.46537506580352783, -0.20865678787231445, 0.14015460014343262)" 0.134309619665 15426.9423828 "(0.3596058189868927, -0.66322678327560425, -0.12069234251976013)"
5 104351 1.26415236914e-28 "(-0.46537506580352783, -0.20865678787231445, 0.14015460014343262)" 0.134309619665 15426.9423828 "(0.3596058189868927, -0.66322678327560425, -0.12069234251976013)"
6 104351 1.26415236914e-28 "(-0.46537506580352783, -0.20865678787231445, 0.14015460014343262)" 0.134309619665 15426.9423828 "(0.3596058189868927, -0.66322678327560425, -0.12069234251976013)"
7 104351 1.26415236914e-28 "(-0.46537506580352783, -0.20865678787231445, 0.14015460014343262)" 0.134309619665 15426.9423828 "(0.3596058189868927, -0.66322678327560425, -0.12069234251976013)"
8 104351 1.26415236914e-28 "(-0.46537506580352783, -0.20865678787231445, 0.14015460014343262)" 0.134309619665 15426.9423828 "(0.3596058189868927, -0.66322678327560425, -0.12069234251976013)"
9 859587 5.53917012232e-30 "(-0.43942707777023315, -0.22477017343044281, 0.17572101950645447)" 0.0633647665381 10729.1474609 "(0.13856279850006104, -0.34447559714317322, -0.43746232986450195)"
