 iord metals pos rho temp vel
0 104351 3.50547696842e-32 "(-0.46859738230705261, -0.20269256830215454, 0.14137694239616394)" 0.118810869753 12531.6962891 "(0.37150084972381592, -0.69041699171066284, -0.15852953493595123)"
1 859587 1.94963314512e-36 "(-0.44075965881347656, -0.22160793840885162, 0.17966103553771973)" 0.0641679167747 9173.32714844 "(0.16223062574863434, -0.38089472055435181, -0.45969301462173462)"
2 104351 3.50547696842e-32 "(-0.46859738230705261, -0.20269256830215454, 0.14137694239616394)" 0.118810869753 12531.6962891 "(0.37150084972381592, -0.69041699171066284, -0.15852953493595123)"
3 104351 3.50547696842e-32 "(-0.46859738230705261, -0.20269256830215454, 0.14137694239616394)" 0.118810869753 12531.6962891 "(0.37150084972381592, -0.69041699171066284, -0.15852953493595123)"
4 1330523 5.84191548114e-05 "(-0.42331612110137939, -0.21668174862861633, 0.16032405197620392)" 0.318585664034 17920.9648438 "(0.045094996690750122, -0.45670363306999207, -0.25647598505020142)"
5 859587 1.94963314512e-36 "(-0.44075965881347656, -0.22160793840885162, 0.17966103553771973)" 0.0641679167747 9173.32714844 "(0.16223062574863434, -0.38089472055435181, -0.45969301462173462)"
6 104351 3.50547696842e-32 "(-0.46859738230705261, -0.20269256830215454, 0.14137694239616394)" 0.118810869753 12531.6962891 "(0.37150084972381592, -0.69041699171066284, -0.15852953493595123)"
7 859587 1.94963314512e-36 "(-0.44075965881347656, -0.22160793840885162, 0.17966103553771973)" 0.0641679167747 9173.32714844 "(0.16223062574863434, -0.38089472055435181, -0.45969301462173462)"
8 859587 1.94963314512e-36 "(-0.44075965881347656, -0.22160793840885162, 0.17966103553771973)" 0.0641679167747 9173.32714844 "(0.16223062574863434, -0.38089472055435181, -0.45969301462173462)"
9 859587 1.94963314512e-36 "(-0.44075965881347656, -0.22160793840885162, 0.17966103553771973)" 0.0641679167747 9173.32714844 "(0.16223062574863434, -0.38089472055435181, -0.45969301462173462)"
