 iord metals pos rho temp vel
0 859587 3.2591679943e-40 "(-0.44171780347824097, -0.21928709745407104, 0.18240194022655487)" 0.0610773041844 9302.99121094 "(0.16677042841911316, -0.42196810245513916, -0.48976442217826843)"
1 1330523 2.56767998508e-05 "(-0.42355817556381226, -0.21378788352012634, 0.1618354469537735)" 0.255137056112 18459.4355469 "(0.018841588869690895, -0.52750343084335327, -0.26231354475021362)"
2 104351 3.72100727851e-35 "(-0.4707658588886261, -0.19862250983715057, 0.14238116145133972)" 0.110951930285 12416.9140625 "(0.37918242812156677, -0.71919846534729004, -0.18854433298110962)"
3 859587 3.2591679943e-40 "(-0.44171780347824097, -0.21928709745407104, 0.18240194022655487)" 0.0610773041844 9302.99121094 "(0.16677042841911316, -0.42196810245513916, -0.48976442217826843)"
4 208461 0.00451762741432 "(-0.46232378482818604, -0.21818463504314423, 0.14899261295795441)" 0.0299368090928 11088.6298828 "(0.42022895812988281, -0.45537847280502319, -0.11704766750335693)"
5 104351 3.72100727851e-35 "(-0.4707658588886261, -0.19862250983715057, 0.14238116145133972)" 0.110951930285 12416.9140625 "(0.37918242812156677, -0.71919846534729004, -0.18854433298110962)"
6 859587 3.2591679943e-40 "(-0.44171780347824097, -0.21928709745407104, 0.18240194022655487)" 0.0610773041844 9302.99121094 "(0.16677042841911316, -0.42196810245513916, -0.48976442217826843)"
7 859587 3.2591679943e-40 "(-0.44171780347824097, -0.21928709745407104, 0.18240194022655487)" 0.0610773041844 9302.99121094 "(0.16677042841911316, -0.42196810245513916, -0.48976442217826843)"
8 859587 3.2591679943e-40 "(-0.44171780347824097, -0.21928709745407104, 0.18240194022655487)" 0.0610773041844 9302.99121094 "(0.16677042841911316, -0.42196810245513916, -0.48976442217826843)"
9 859587 3.2591679943e-40 "(-0.44171780347824097, -0.21928709745407104, 0.18240194022655487)" 0.0610773041844 9302.99121094 "(0.16677042841911316, -0.42196810245513916, -0.48976442217826843)"
