 iord metals pos rho temp vel
0 1318292 -0.00072493130574 "(-0.4049951434135437, -0.31739339232444763, 0.11047465354204178)" 57.1396903992 430750.65625 "(0.082612872123718262, -0.28205332159996033, -0.10675963014364243)"
1 1065970 -0.00726388581097 "(-0.40519127249717712, -0.3146054744720459, 0.11415764689445496)" 4.54514026642 141922.03125 "(0.1165606677532196, -0.22465506196022034, -0.12374973297119141)"
2 47472 0.0105522582307 "(-0.4044034481048584, -0.31690865755081177, 0.10935380309820175)" 507.161193848 609326.25 "(0.11231351643800735, -0.29517164826393127, -0.13878774642944336)"
3 284495 0.0354321077466 "(-0.40247651934623718, -0.3177541196346283, 0.10850270837545395)" 47.6583938599 448963.3125 "(0.080548658967018127, -0.2222578376531601, -0.039957482367753983)"
4 747913 -0.00547135202214 "(-0.40377959609031677, -0.31635782122612, 0.10908292979001999)" 182.392944336 649246.875 "(0.056587114930152893, -0.21251140534877777, -0.053203340619802475)"
5 797009 0.00625756010413 "(-0.41250479221343994, -0.31087338924407959, 0.11010950803756714)" 0.197804376483 162298.5625 "(0.079576998949050903, -0.24913503229618073, -0.072242684662342072)"
6 1417739 0.00721624772996 "(-0.40405380725860596, -0.31699290871620178, 0.11062019318342209)" 81.6278839111 508078.34375 "(0.017216196283698082, -0.23999041318893433, -0.1128324493765831)"
7 664497 0.00135026313365 "(-0.40861824154853821, -0.31364721059799194, 0.12250480800867081)" 0.404169857502 124132.953125 "(0.056585807353258133, -0.22921384871006012, -0.081790879368782043)"
8 883329 -0.000569948402699 "(-0.41420817375183105, -0.32172572612762451, 0.097763299942016602)" 0.0474601648748 28023.3300781 "(0.11140000075101852, -0.28302636742591858, -0.082219861447811127)"
9 905937 -0.0468640811741 "(-0.40499663352966309, -0.31572335958480835, 0.10979524999856949)" 64.3460159302 449563.0625 "(0.076918117702007294, -0.24235798418521881, -0.11888062208890915)"
